Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised (Millions),Stage,Date_Added,Country,List_of_Employees_Laid_Off,Sum of Employees,Average # of Employees Laid Off,Average Layoff %,Total Funds Raised,Average Funds Raised,,
8x8,SF Bay Area,Support,200,9%,10/4/2022,https://www.channelfutures.com/business-models/8x8-lays-off-workers-cites-operational-efficiency,253.00,IPO,1/18/2023 23:20,United States,Unknown,,,,,,,
Homie,Salt Lake City,Real Estate,40,13%,10/4/2022,https://therealdeal.com/2022/10/05/homie-ceo-departs-as-startup-lays-off-more-employees/,35.00,Series B,10/6/2022 4:46,United States,Unknown,,,,,,,
WazirX,Mumbai,Crypto,60,40%,10/2/2022,https://economictimes.indiatimes.com/tech/technology/indian-crypto-exchange-wazirx-fires-40-of-staff-report/articleshow/94603700.cms,,Acquired,10/2/2022 21:04,India,https://drive.google.com/drive/folders/1QtEHVScWtTQgMAn_jTRmcESzxZLhu5zp,,,,,,,
Spin,SF Bay Area,Transportation,78,10%,9/30/2022,https://techcrunch.com/2022/10/03/tier-mobility-owned-spin-lays-off-about-10-of-workforce-exits-two-markets/,8.00,Acquired,10/3/2022 20:21,United States,Unknown,,,,,,,
Mux,SF Bay Area,Infrastructure,40,20%,9/29/2022,Internal memo,173.00,Series D,10/2/2022 21:02,United States,https://docs.google.com/spreadsheets/d/1OmRfl4C7Xc09v8YiCDg4by5CDHSzdIyfCljpikYAbpY/edit#gid=0,,,,,,,
DocuSign,SF Bay Area,Sales,671,9%,9/28/2022,https://www.sfgate.com/news/article/san-francisco-tech-company-docusign-layoffs-17473918.php,536.00,IPO,9/28/2022 14:59,United States,Unknown,,,,,,,
Divvy Homes,SF Bay Area,Real Estate,40,12%,9/27/2022,https://www.theinformation.com/articles/andreessen-backed-divvy-homes-lays-off-12-of-staff-as-rates-rise,180.00,Series B,9/28/2022 3:00,United States,Unknown,,,,,,,
Moss,Berlin,Finance,70,15%,9/23/2022,https://financefwd.com/de/moss-entlassungen/,150.00,Series B,9/24/2022 21:38,Germany,Unknown,,,,,,,
Foxtrot,Chicago,Food,26,4%,9/23/2022,https://www.chicagobusiness.com/retail/foxtrot-lays-26-employees,166.00,Series C,9/24/2022 21:37,United States,Unknown,,,,,,,
Truiloo,Vancouver,Security,24,5%,9/23/2022,https://betakit.com/trulioo-to-cut-up-to-10-percent-of-staff-exit-small-business-market/,474.00,Series D,9/19/2022 16:04,Canada,Unknown,,,,,,,
NYDIG,New York City,Crypto,110,33%,9/22/2022,https://www.wsj.com/articles/crypto-broker-nydig-lays-off-one-third-of-staff-in-effort-to-narrow-focus-11665707545,1400.00,Private Equity,10/14/2022 15:15,United States,Unknown,,,,,,,
Kitty Hawk,SF Bay Area,Aerospace,100,100%,9/21/2022,https://www.sfgate.com/bayarea/article/Silicon-Valley-startup-lays-off-100-employees-17484239.php,1.00,Unknown,9/22/2022 15:06,United States,Unknown,,,,,,,
Ada,Toronto,Support,78,16%,9/20/2022,https://www.linkedin.com/posts/mikemurchison_company-message-from-mike-ugcPost-6978042513135710209-CcNB/,190.00,Series C,9/21/2022 4:08,Canada,Unknown,,,,,,,
99,Sao Paulo,Transportation,75,2%,9/20/2022,"https://www.terra.com.br/economia/dinheiro-em-dia/meu-negocio/na-onda-dos-layoffs-99-demite-mais-de-75-colaboradores,d2c6d7e70027cb925695c2e6a25956d16jo4jtuj.html",244.00,Acquired,9/21/2022 16:29,Brazil,Unknown,,,,,,,
Vesalius Therapeutics,Boston,Healthcare,29,43%,9/19/2022,https://www.bizjournals.com/boston/news/2022/09/19/flagship-pioneering-vesalius-therapeutics-layoffs.html,75.00,Series B,9/21/2022 4:14,United States,Unknown,,,,,,,
Clear,Bengaluru,Finance,190,20%,9/16/2022,https://inc42.com/buzz/stripe-sequoia-backed-clear-lays-off-around-190-employees/,140.00,Series C,9/17/2022 14:32,India,Unknown,,,,,,,
TrueLayer,London,Finance,40,10%,9/16/2022,https://www.altfi.com/article/9837_exclusive-truelayer-announces-job-cuts-of-up-to-10-of-staff,271.00,Series E,9/16/2022 14:52,United States,Unknown,,,,,,,
LivePerson,New York City,Support,193,11%,9/15/2022,Internal memo,42.00,IPO,9/16/2022 3:13,United States,Unknown,,,,,,,
Acast,Stockholm,Media,70,15%,9/15/2022,https://www.bloomberg.com/news/newsletters/2022-09-15/swedish-podcast-company-acast-lays-off-15-of-its-staff,126.00,IPO,9/15/2022 20:12,Sweden,Unknown,,,,,,,
WorkRamp,SF Bay Area,HR,35,20%,9/15/2022,Internal memo,67.00,Series C,9/21/2022 4:15,United States,Unknown,,,,,,,
Twilio,SF Bay Area,Other,800,11%,9/14/2022,https://techcrunch.com/2022/09/14/twilio-lays-off-11-of-its-staff-as-it-aims-for-profitability-in-2023/,614.00,IPO,9/14/2022 14:47,United States,Unknown,,,,,,,
Pitch,Berlin,Marketing,59,30%,9/14/2022,https://www.linkedin.com/feed/update/urn:li:activity:6975741747565932544/,137.00,Series B,9/14/2022 14:50,Germany,Unknown,,,,,,,
Infarm,Berlin,Other,50,5%,9/14/2022,https://www.businessinsider.de/gruenderszene/news/news-ticker-2022-09-infarm/,604.00,Series D,9/15/2022 3:39,Germany,Unknown,,,,,,,
Rubius,Boston,Healthcare,160,75%,9/13/2022,https://www.fiercebiotech.com/biotech/rubius-makes-hard-pivot-after-reviewing-clinical-data-dumping-lead-assets-and-laying-75,445.00,IPO,11/17/2022 4:36,United States,Unknown,,,,,,,
Checkout.com,London,Finance,100,5%,9/13/2022,https://www.bloomberg.com/news/articles/2022-09-13/checkout-com-will-eliminate-about-5-of-employees-in-latest-cuts,1800.00,Series D,9/14/2022 3:25,United Kingdom,Unknown,,,,,,,
Taboola,New York City,Marketing,100,6%,9/13/2022,https://www.calcalistech.com/ctechnews/article/hybe11icxs,445.00,IPO,9/13/2022 23:33,United States,Unknown,,,,,,,
Patreon,SF Bay Area,Media,80,17%,9/13/2022,https://www.theinformation.com/briefings/patreon-lays-off-17-of-staff,413.00,Series F,9/13/2022 16:04,United States,Unknown,,,,,,,
Compete,Tel Aviv,HR,11,28%,9/12/2022,https://www.calcalistech.com/ctechnews/article/rkzqei2gi,17.00,Series A,9/13/2022 23:26,Israel,Unknown,,,,,,,
Pomelo Fashion,Bangkok,Retail,55,8%,9/8/2022,https://www.bloomberg.com/news/articles/2022-09-08/fashion-e-commerce-startup-pomelo-cuts-jobs-after-market-slows,120.00,Unknown,9/10/2022 3:53,Thailand,Unknown,,,,,,,
Simple Feast,Copenhagen,Food,150,100%,9/7/2022,https://nyheder.tv2.dk/samfund/2022-09-07-firma-bag-plantebaserede-maltidskasser-er-gaet-konkurs,173.00,Unknown,9/13/2022 23:36,Denmark,Unknown,,,,,,,
Intercom,SF Bay Area,Support,49,5%,9/7/2022,https://www.businesspost.ie/tech/irish-tech-unicorn-intercom-to-cut-49-jobs-across-hr-marketing/,240.00,Series D,9/8/2022 3:48,United States,Unknown,,,,,,,
Pendo,Raleigh,Product,45,5%,9/7/2022,https://www.axios.com/local/raleigh/2022/09/09/raleigh-startup-pendo-layoffs,469.00,Series F,9/10/2022 3:50,United States,Unknown,,,,,,,
Demandbase,SF Bay Area,Sales,27,3%,9/7/2022,Internal memo,143.00,Series H,9/9/2022 1:47,United States,Unknown,,,,,,,
Brave Care,Portland,Healthcare,40,33%,9/6/2022,https://www.oregonlive.com/business/2022/09/portland-pediatrics-startup-brave-care-lays-off-a-third-of-staff-citing-covid-and-market-turmoil.html,42.00,Series B,9/8/2022 4:00,United States,Unknown,,,,,,,
Lawgeex,Tel Aviv,Legal,30,33%,9/6/2022,https://www.tech12.co.il/index-career/Article-daa4d2195231381027.htm?sCh=cf25c425b37bc710&pId=18758941771,41.00,Series C,9/6/2022 21:22,Israel,Unknown,,,,,,,
Kuda,Lagos,Finance,23,5%,9/2/2022,https://techcrunch.com/2022/09/02/nigerian-digital-bank-kuda-is-the-latest-african-startup-to-lay-off-employees/,91.00,Series B,9/5/2022 20:50,Nigeria,Unknown,,,,,,,
2TM,Sao Paulo,Crypto,100,15%,9/1/2022,https://finance.yahoo.com/news/second-round-layoffs-brazilian-crypto-212310521.html,250.00,Unknown,9/2/2022 23:24,Brazil,Unknown,,,,,,,
Innovaccer,SF Bay Area,Healthcare,90,8%,9/1/2022,https://inc42.com/buzz/exclusive-tiger-global-backed-healthtech-unicorn-innovaccer-lays-off-120-employees/,379.00,Series E,9/1/2022 23:07,United States,Unknown,,,,,,,
Urban Sports Club,Berlin,Fitness,55,15%,9/1/2022,https://www.businessinsider.de/gruenderszene/business/urban-sports-club-entlaesst-55-mitarbeiter-das-sind-die-gruende-und-was-betroffene-sagen/,95.00,Unknown,9/1/2022 17:10,Germany,Unknown,,,,,,,
Snap,Los Angeles,Consumer,1280,20%,8/31/2022,https://www.theverge.com/2022/8/30/23329301/snap-layoffs-20-percent-employees-snapchat,4900.00,IPO,8/30/2022 20:55,United States,Unknown,,,,,,,
GoodRx,Los Angeles,Healthcare,140,16%,8/31/2022,https://seekingalpha.com/news/3879125-goodrx-laying-off-140-employees-16-of-workforce,910.00,IPO,9/1/2022 1:24,United States,Unknown,,,,,,,
Smava,Berlin,Finance,100,10%,8/31/2022,https://finanz-szene.de/fintech/smava-vergleichsportal-entlassungen/,188.00,Unknown,9/1/2022 1:25,Germany,Unknown,,,,,,,
Hippo Insurance,SF Bay Area,Finance,70,10%,8/31/2022,https://www.globes.co.il/news/article.aspx?did=1001423046,1300.00,IPO,8/31/2022 16:30,United States,Unknown,,,,,,,
TCR2,Boston,Healthcare,30,20%,8/31/2022,https://www.fiercebiotech.com/biotech/scoop-tcr2-therapeutics-just-laid-40-its-staff-its-second-round-cuts-less-six-months,173.00,IPO,1/20/2023 1:25,United States,Unknown,,,,,,,
Apartment List,SF Bay Area,Real Estate,29,10%,8/31/2022,https://www.linkedin.com/posts/matthew-w-woods_for-those-that-know-apartment-list-well-activity-6970856703277903874-MGoW/,169.00,Series D,9/1/2022 2:41,United States,Unknown,,,,,,,
Artnight,Berlin,Retail,26,36%,8/31/2022,https://www.businessinsider.de/gruenderszene/business/artnight-entlassungen/,,Unknown,9/1/2022 17:11,Germany,Unknown,,,,,,,
Immersive Labs,Bristol,Security,38,10%,8/30/2022,https://www.uktech.news/cybersecurity/immersive-labs-jobs-cuts-20220830,123.00,Series C,9/1/2022 2:37,United Kingdom,Unknown,,,,,,,
54gene,Washington D.C.,Healthcare,95,30%,8/29/2022,https://techcrunch.com/2022/08/29/african-genomics-startup-54gene-lays-off-95-as-covid-testing-business-struggles/,44.00,Series B,8/30/2022 23:18,United States,Unknown,,,,,,,
Argyle,New York City,Finance,20,7%,8/26/2022,https://techcrunch.com/2022/08/26/fintech-argyle-has-layoffs/,78.00,Series B,8/26/2022 21:39,United States,Unknown,,,,,,,
Loja Integrada,Sao Paulo,Retail,25,10%,8/25/2022,https://startups.com.br/noticias/loja-integrada-da-vtex-demite-10-do-quadro-mas-segue-contratando/,,Acquired,8/26/2022 20:53,Brazil,Unknown,,,,,,,
Reali,SF Bay Area,Real Estate,140,100%,8/24/2022,https://www.calcalistech.com/ctechnews/article/r1w11v1eyj,117.00,Series B,8/24/2022 23:29,United States,Unknown,,,,,,,
Loop,Washington D.C.,Finance,15,20%,8/24/2022,https://www.coverager.com/layoffs-at-loop/,24.00,Series A,8/25/2022 3:50,United States,Unknown,,,,,,,
Tier Mobility,Berlin,Transportation,180,16%,8/23/2022,https://techcrunch.com/2022/08/23/tier-mobility-lays-off-180-people-amid-poor-funding-climate/,646.00,Series D,8/23/2022 20:15,Germany,Unknown,,,,,,,
Packable,New York City,Retail,138,20%,8/23/2022,"https://www.cnbc.com/2022/08/23/amazon-seller-packable-lays-off-employees-begins-liquidating.html#:~:text=Investing%20Club-,Top%20Amazon%20seller%20Packable%20begins%20liquidating%20and,cuts%20after%20failed%20SPAC%20attempt&text=Packable%2C%20the%20parent%20company%20of,to%20documents%20viewed%20by%20CNBC.",472.00,Unknown,8/24/2022 23:37,United States,Unknown,,,,,,,
Q4,Toronto,Other,50,8%,8/23/2022,https://www.theglobeandmail.com/business/article-q4-inc-layoffs-canada/,91.00,Series C,8/24/2022 3:26,Canada,Unknown,,,,,,,
Skedulo,SF Bay Area,HR,31,8%,8/23/2022,Internal memo,114.00,Series C,8/29/2022 17:27,United States,Unknown,,,,,,,
Plato,SF Bay Area,HR,29,50%,8/23/2022,Company exec,3.00,Seed,8/26/2022 20:46,United States,Unknown,,,,,,,
NSO,Tel Aviv,Security,100,14%,8/21/2022,https://www.calcalistech.com/ctechnews/article/hjb0095yyi,1.00,Seed,8/22/2022 15:24,Israel,Unknown,,,,,,,
Tufin,Boston,Security,55,10%,8/21/2022,https://en.globes.co.il/en/article-israeli-cybersecurity-co-tufin-lays-off-55-1001421995,21.00,Acquired,8/22/2022 15:24,United States,Unknown,,,,,,,
Amperity,Seattle,Marketing,13,3%,8/20/2022,https://www.geekwire.com/2022/seattle-customer-intelligence-startup-amperity-lays-off-recruiting-staff/,187.00,Series D,8/22/2022 15:19,United States,Unknown,,,,,,,
Wayfair,Boston,Retail,870,5%,8/19/2022,https://www.bostonglobe.com/2022/08/19/business/wayfair-cuts-870-jobs-including-400-boston-it-reacts-decline-sales/,1700.00,IPO,8/19/2022 15:05,United States,Unknown,,,,,,,
Hodlnaut,Singapore,Crypto,40,80%,8/19/2022,https://www.coindesk.com/business/2022/08/19/crypto-lender-hodlnaut-faces-singapore-police-actions-and-staggering-job-cuts/,,Unknown,8/20/2022 3:37,Singapore,Unknown,,,,,,,
New Relic,SF Bay Area,Infrastructure,110,5%,8/18/2022,https://www.marketwatch.com/story/new-relic-commits-to-restructuring-plan-including-layoffs-271660823014,214.00,IPO,8/18/2022 15:35,United States,Unknown,,,,,,,
Wheel,Austin,Healthcare,35,17%,8/18/2022,https://www.businessinsider.com/wheel-laid-off-17-percent-35-employees-digital-health-layoffs-2022-8,215.00,Series C,9/1/2022 2:36,United States,Unknown,,,,,,,
Malwarebytes,SF Bay Area,Security,125,14%,8/17/2022,https://techcrunch.com/2022/08/17/malwareybytes-layoffs/,80.00,Series B,8/17/2022 16:53,United States,Unknown,,,,,,,
Fluke,Sao Paulo,Other,83,82%,8/17/2022,https://startups.com.br/noticias/exclusivo-fluke-demite-mais-de-80-e-e-comprada/,,Seed,8/26/2022 20:47,Brazil,Unknown,,,,,,,
Swyftx,Brisbane,Crypto,74,21%,8/17/2022,https://swyftx.com/au/media/press-releases/changes-to-the-team-2022/,,Unknown,8/18/2022 1:12,Australia,Unknown,,,,,,,
Genesis,New York City,Crypto,52,20%,8/17/2022,https://www.reuters.com/technology/crypto-broker-genesis-taps-insider-interim-chief-cuts-jobs-by-20-2022-08-17/,,Series A,8/17/2022 18:24,United States,Unknown,,,,,,,
AlayaCare,Montreal,Healthcare,80,14%,8/16/2022,https://betakit.com/alayacare-lays-off-14-percent-of-employees-slows-ma-plans/,293.00,Series D,8/17/2022 18:25,Canada,Unknown,,,,,,,
Pliops,Tel Aviv,Data,12,9%,8/16/2022,https://www.calcalistech.com/ctechnews/article/hkch00dya5,205.00,Series D,8/18/2022 21:47,Israel,Unknown,,,,,,,
Woven,Indianapolis,HR,5,15%,8/16/2022,Internal memo,11.00,Series A,8/17/2022 20:14,United States,Unknown,,,,,,,
Sema4,Stamford,Healthcare,250,13%,8/15/2022,https://ir.sema4.com/news-releases/news-release-details/sema4-announces-continued-restructuring-business-highlights-and,791.00,IPO,8/16/2022 3:50,United States,Unknown,,,,,,,
Blend,SF Bay Area,Finance,220,12%,8/15/2022,https://www.housingwire.com/articles/blend-takes-a-478m-loss-cuts-25-of-its-workforce/,665.00,IPO,8/16/2022 15:55,United States,Unknown,,,,,,,
ContraFect,New York City,Healthcare,16,37%,8/15/2022,https://www.benzinga.com/general/biotech/22/08/28497436/contrafect-cuts-workforce-after-trial-setback,380.00,IPO,8/16/2022 3:52,United States,Unknown,,,,,,,
Peloton,New York City,Fitness,784,13%,8/12/2022,https://www.cnbc.com/2022/08/12/peloton-shares-jump-as-company-announces-price-hikes-for-some-products.html,1900.00,IPO,8/12/2022 17:27,United States,Unknown,,,,,,,
Truepill,SF Bay Area,Healthcare,175,33%,8/11/2022,https://techcrunch.com/2022/08/11/digital-health-unicorn-truepill-conducts-third-round-of-layoffs-in-2022/,255.00,Series D,8/12/2022 5:14,United States,Unknown,,,,,,,
Calm,SF Bay Area,Healthcare,90,20%,8/11/2022,https://www.wsj.com/articles/meditation-app-calm-lays-off-20-of-staff-11660261492?mod=hp_lista_pos1,218.00,Series C,8/12/2022 5:08,United States,Unknown,,,,,,,
FourKites,Chicago,Logistics,60,8%,8/11/2022,https://techcrunch.com/2022/08/26/supply-chain-startup-fourkites-which-recently-laid-off-workers-raises-30m/,201.00,Series D,8/26/2022 21:42,United States,Unknown,,,,,,,
Marketforce,Nairobi,Retail,54,9%,8/11/2022,https://techcrunch.com/2022/08/11/kenyan-b2b-e-commerce-platform-marketforce-cut-about-9-of-staff-in-reorganization-strategy/,42.00,Series A,8/11/2022 13:36,Kenya,Unknown,,,,,,,
Trybe,Sao Paulo,Education,47,10%,8/10/2022,https://startups.com.br/noticias/edtech-trybe-enxuga-operacoes-e-corta-10-do-time/,40.00,Series B,8/24/2022 23:33,Brazil,Unknown,,,,,,,
Permutive,London,Marketing,30,12%,8/10/2022,https://www.businessinsider.com/permutive-lays-off-12-of-staffers-amid-economic-downturn-2022-8,105.00,Series C,8/10/2022 21:55,United Kingdom,Unknown,,,,,,,
GoHealth,Chicago,Healthcare,800,20%,8/9/2022,https://www.chicagobusiness.com/technology/gohealth-lays-800-workers-online-health-insurance-seller-cuts-back,75.00,IPO,8/11/2022 21:31,United States,Unknown,,,,,,,
Hootsuite,Vancouver,Marketing,400,30%,8/9/2022,https://betakit.com/hootsuite-restructuring-laying-off-30-percent-of-employees/,300.00,Series C,8/9/2022 17:35,Canada,Unknown,,,,,,,
Nutanix,SF Bay Area,Infrastructure,270,4%,8/9/2022,https://www.marketscreener.com/quote/stock/NUTANIX-INC-31497437/news/NUTANIX-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-41257917/,1100.00,IPO,8/9/2022 21:51,United States,Unknown,,,,,,,
Quanterix,Boston,Healthcare,130,25%,8/9/2022,https://www.genomeweb.com/business-news/quanterix-slashing-workforce-25-percent-it-refocuses-commercial-efforts#.Y3J8V-zMK8B,533.00,IPO,11/17/2022 4:38,United States,Unknown,,,,,,,
MadeiraMadeira,Curitiba,Retail,60,3%,8/9/2022,https://www.estadao.com.br/link/inovacao/unicornio-madeiramadeira-demite-60-pessoas-em-busca-de-ganho-de-eficiencia/,338.00,Series E,8/9/2022 21:54,Brazil,Unknown,,,,,,,
Linktree,Melbourne,Consumer,50,17%,8/9/2022,https://www.smartcompany.com.au/industries/information-technology/linktree-sacks-employees-tech/,165.00,Unknown,8/9/2022 14:33,Australia,Unknown,,,,,,,
Shogun,SF Bay Area,Retail,48,30%,8/9/2022,Internal memo,114.00,Series C,8/10/2022 15:22,United States,Unknown,,,,,,,
Groupon,Chicago,Retail,500,15%,8/8/2022,https://techcrunch.com/2022/08/08/groupon-cuts-over-500-staff-as-the-downturn-takes-its-tolll/,1400.00,IPO,8/8/2022 21:36,United States,Unknown,,,,,,,
Loggi,Sao Paulo,Logistics,500,15%,8/8/2022,https://startups.com.br/noticias/na-onda-dos-layoffs-loggi-demite-cerca-de-15-da-sua-forca-de-trabalho/,507.00,Series F,8/9/2022 14:40,Brazil,Unknown,,,,,,,
Perion,Tel Aviv,Marketing,20,5%,8/8/2022,https://en.globes.co.il/en/article-perion-network-lays-off-20-transfers-us-activities-to-israel-1001420801,76.00,IPO,8/8/2022 14:15,Israel,Unknown,,,,,,,
iRobot,Boston,Consumer,140,10%,8/5/2022,https://www.geekwire.com/2022/amazon-to-acquire-roomba-maker-irobot-for-1-7-billion/,30.00,Acquired,8/5/2022 19:28,United States,Unknown,,,,,,,
Mejuri,Toronto,Retail,50,10%,8/5/2022,https://betakit.com/d2c-startups-not-immune-to-downturn-as-article-mejuri-make-staff-cuts/,28.00,Series B,8/8/2022 21:33,Canada,Unknown,,,,,,,
Uberflip,Toronto,Marketing,31,17%,8/5/2022,https://betakit.com/uberflip-ceo-attributes-company-layoffs-to-unsteady-economy/,42.00,Series A,8/5/2022 19:18,Canada,Unknown,,,,,,,
Doma,SF Bay Area,Finance,250,13%,8/4/2022,https://www.inman.com/2022/08/19/doma-announces-more-layoffs-as-cumulative-losses-top-300m/amp/,679.00,IPO,8/5/2022 19:22,United States,Unknown,,,,,,,
Article,Vancouver,Retail,216,17%,8/4/2022,https://dailyhive.com/vancouver/vancouver-article-layoffs,,Series B,8/4/2022 23:33,Canada,Unknown,,,,,,,
Jam City,Los Angeles,Consumer,200,17%,8/4/2022,https://venturebeat.com/2022/08/04/jam-city-lays-off-hundreds-of-staff-as-part-of-restructuring/,652.00,Unknown,8/4/2022 23:35,United States,Unknown,,,,,,,
10X Genomics,SF Bay Area,Healthcare,100,8%,8/4/2022,https://www.genomeweb.com/business-news/10x-genomics-lays-approximately-100-employees#.YuxWk-zMKqV,242.00,IPO,8/4/2022 23:30,United States,Unknown,,,,,,,
LEAD,Mumbai,Education,80,4%,8/4/2022,https://www.moneycontrol.com/news/business/startup/school-edtech-unicorn-lead-lets-go-of-about-100-employees-8954821.html,166.00,Series E,8/4/2022 19:02,India,Unknown,,,,,,,
On Deck,SF Bay Area,Education,73,33%,8/4/2022,https://techcrunch.com/2022/08/04/on-deck-lays-off-a-third-of-staff-after-cutting-a-quarter-just-months-prior/,20.00,Series A,8/4/2022 19:07,United States,Unknown,,,,,,,
RenoRun,Montreal,Construction,70,12%,8/4/2022,https://betakit.com/renorun-lays-off-12-percent-of-staff-pauses-geographic-expansion-amid-uncertainty-surrounding-consumer-spending/,163.00,Series B,8/17/2022 18:27,Canada,Unknown,,,,,,,
Unbounce,Vancouver,Marketing,47,20%,8/3/2022,https://betakit.com/unbounce-lays-off-20-percent-of-staff-as-part-of-larger-company-restructuring/,39.00,Series A,8/3/2022 22:50,Canada,Unknown,,,,,,,
Robinhood,SF Bay Area,Finance,713,23%,8/2/2022,https://techcrunch.com/2022/08/02/robinhood-23-layoff-vlad-tenev-responsibility-hiring/,5600.00,IPO,8/2/2022 20:29,United States,Unknown,,,,,,,
Latch,New York City,Security,115,37%,8/2/2022,https://www.globenewswire.com/news-release/2022/08/02/2490797/0/en/Latch-announces-further-changes-to-improve-operating-efficiency.html,342.00,IPO,8/4/2022 18:53,United States,Unknown,,,,,,,
